106,106,,"19/05/2012","19/05/2012","04:09:56 PM","04:03:12 PM","N         ","TRUE","12:00:00 AM",5,53,5,53,1,,2,80000,20000,"Y",,,,106,1,,,,16000,"Y      ","CREDITCARD",,"          ",,"Y",,"N",0,,
107,107,,"19/05/2012","19/05/2012","04:15:14 PM","04:12:34 PM","N         ","TRUE","12:00:00 AM",5,17,4,17,1,,2,40600,5000,"Y",,,,107,1,,,,7000,"Y      ","CREDITCARD",,"          ",,"Y",,"N",0,,
108,108,,"19/05/2012","19/05/2012","04:18:33 PM","04:15:55 PM","N         ","TRUE","12:00:00 AM",1,52,5,52,1,,2,8000,12000,"Y",,,,108,1,,,,8000,"Y      ","          ",,"          ",,"Y",,"N",0,,
109,109,,"19/05/2012","20/05/2012","05:00:31 PM","04:58:37 PM","N         ","TRUE","12:00:00 AM",2,53,5,53,1,,2,5000,0,"Y",,,,109,1,,,,5000,"Y      ","          ",,"          ",,"Y",,"N",0,,
110,110,,"19/05/2012","19/05/2012","06:56:36 PM","06:51:08 PM","N         ","TRUE","12:00:00 AM",1,17,4,17,1,,2,4500,0,"Y",,,,110,1,,,,4500,"Y      ","          ",,"          ",,"Y",,"N",0,,
111,111,,"19/05/2012","19/05/2012","08:17:31 PM","08:17:31 PM",,,,3,8,2,8,1,,2,54000,0,"Y",,,,111,,,,,18000,"Y      ","          ",,"          ",,"Y",,"N",0,,
112,112,,"19/05/2012","19/05/2012","08:48:07 PM","08:48:07 PM",,,,3,17,4,17,1,,2,69600,0,"Y",,,,112,,,,,20000,"Y      ","          ",,"          ",,"Y",,"N",0,,
113,113,,"20/05/2012","19/05/2012","09:13:00 AM","09:10:56 AM","N         ","TRUE","12:00:00 AM",1,8,2,8,1,,2,8500,0,"Y",,,,113,1,,,,8500,"Y      ","          ",,"          ",,"Y",,"N",0,,
114,114,,"20/05/2012","19/05/2012","09:17:04 AM","09:15:31 AM","N         ","TRUE","12:00:00 AM",2,39,6,39,1,,2,24000,10000,"Y",,,,114,1,,,,12000,"Y      ","          ",,"          ",,"Y",,"N",0,,
115,115,,"20/05/2012","19/05/2012","09:19:23 AM","09:17:30 AM","N         ","TRUE","12:00:00 AM",3,40,5,40,1,,2,54000,12000,"Y",,,,115,1,,,,18000,"Y      ","          ",,"          ",,"Y",,"N",0,,
116,116,,"20/05/2012","19/05/2012","03:27:24 PM","03:24:36 PM","N         ","TRUE","12:00:00 AM",1,17,4,17,1,,2,6960,0,"Y",,,,116,1,,,,6000,"Y      ","          ",,"          ",,"Y",,"N",0,,
117,117,,"21/05/2012","22/05/2012","09:25:17 AM","09:14:11 AM","N         ","TRUE","12:00:00 AM",1,17,4,17,1,,2,9280,10000,"Y",,,,117,1,,,,8000,"Y      ","          ",,"          ",,"Y",,"N",0,,
118,118,,"21/05/2012","21/05/2012","09:54:11 AM","09:53:10 AM","N         ","TRUE","12:00:00 AM",5,53,5,53,1,,2,58000,10000,"Y",,,,118,1,,,,10000,"Y      ","CREDITCARD",,"          ",,"Y",,"N",0,,
